471,671,1112
231,26,632
843,309,2067
678,328,1904
774,1238,1819
720,1132,1693
387,289,1013
474,314,1590
375,90,1160
549,938,1294
579,292,1664
669,25,1651
717,832,1686
36,6,117
93,118,230
57,53,195
432,285,1447
717,12,1724
546,908,1287
636,1270,1497
729,442,2314
753,12,1808
690,431,2229
390,381,1290
666,1156,1567
501,847,1182
501,426,1462
585,853,1378
885,397,2387
606,555,1884
777,1052,1826
408,531,965
636,919,1497
6,5,34
765,1232,1798
78,42,246
825,1355,1938
72,37,223
120,58,350
354,367,839
393,778,930
438,169,1107
195,166,580
663,494,1720
849,1332,1994
306,173,943
267,168,876
108,135,265
246,400,587
519,155,1691
129,124,432
279,170,898
255,91,629
120,70,386
339,468,804
375,226,1194
168,298,405
288,128,784
213,337,510
66,5,184
396,447,937
3,2,24
873,822,2774
525,624,1238
882,545,2827
594,1039,1399
441,62,1230
642,525,1806
435,406,1380
72,83,181
96,189,237
243,362,580
696,880,1637
270,87,906
375,15,935
36,50,97
681,742,1602
795,1026,1868
189,281,454
147,218,356
564,383,1354
57,12,184
93,38,254
195,234,468
492,115,1508
150,118,421
744,675,2290
27,45,76
90,19,282
870,1021,2043
528,353,1252
336,153,923
558,112,1653
588,335,1805
546,705,1287
609,1194,1434
519,206,1326
21,7,65
336,27,880
351,338,1148
438,745,1035
618,101,1760
873,780,2648
177,49,575
774,1092,1819
690,781,1623
3,1,17
735,1310,1728
627,501,1729
654,131,1934
3,1,17
246,15,634
297,516,706
585,938,1378
90,14,267
45,9,147
741,124,2116
303,80,962
303,108,744
429,548,1014
204,278,489
300,91,988
30,10,86
888,665,2308
813,156,2380
339,232,826
33,16,108
663,1118,1560
456,421,1432
30,36,83
87,32,228
651,224,1556
360,223,1165
198,4,489
267,221,769
798,1073,1875
372,488,881
165,295,398
447,232,1308
783,1267,1840
420,380,1297
42,82,111
33,39,90
669,23,1645
858,1273,2015
633,1187,1490
876,1651,2057
450,825,1063
288,44,819
627,964,1476
366,460,867
81,3,213
561,844,1322
642,1217,1511
285,13,719
432,685,1021
177,230,426
765,134,2202
69,63,229
516,432,1485
417,515,986
636,668,1497
96,101,237
132,71,405
804,1346,1889
471,626,1112
759,71,1999
798,289,1947
513,871,1210
885,1731,2078
768,261,1823
321,348,762
315,5,765
579,637,1364
168,53,566
570,88,1609
201,46,622
660,96,1843
330,561,783
723,916,1700
558,55,1482
435,204,1208
234,426,559
384,580,909
531,711,1252
483,315,1605
327,427,776
522,265,1507
150,97,507
837,959,1966
774,942,1819
84,130,209
111,113,272
636,1124,1497
879,479,2625
459,553,1084
372,633,881
192,293,461
657,1032,1546
603,1011,1420
624,652,1469
294,2,707
801,1254,1882
336,518,797
795,515,2621
702,23,1722
336,100,1099
345,241,855
759,222,2452
48,54,125
597,79,1645
9,17,34
339,521,804
552,62,1489
57,62,146
726,398,2178
783,989,1840
810,468,2500
144,250,349
819,11,1959
483,375,1303
882,618,2165
156,202,377
522,971,1231
750,513,1806
363,476,860
387,205,1147
120,239,293
366,525,867
567,60,1518
144,63,397
138,93,342
762,952,1791
435,299,1059
333,386,790
429,316,1108
447,623,1056
123,176,300
624,767,1469
453,683,1070
639,158,1980
117,133,286
639,315,1813
81,59,221
180,154,539
681,1316,1602
786,1296,1847
252,420,601
441,425,1439
90,21,288
594,492,1691
771,641,2197
468,867,1105
618,312,1776
222,257,531
777,517,1823
66,28,188
486,168,1168
444,499,1049
315,134,838
582,120,1733
96,127,237
396,190,1114
183,251,440
573,407,1429
201,79,521
513,792,1210
57,110,146
27,18,80
741,1475,1742
558,714,1315
207,362,496
543,740,1280
138,258,335
33,29,115
840,96,2263
48,57,125
228,33,646
492,32,1259
390,119,1282
714,355,2033
12,1,46
51,4,146
72,104,181
396,192,1120
375,500,888
663,996,1560
135,155,328
81,42,250
63,67,160
702,736,1651
357,41,971
450,572,1063
729,1398,1714
381,204,1136
321,555,762
891,1508,2092
93,116,230
681,60,1784
402,70,1163
828,447,2461
435,46,1168
789,511,2601
459,247,1369
426,276,1412
474,556,1119
639,548,1874
855,25,2085
429,184,1140
66,65,234
159,229,384
855,1667,2008
858,219,2674
237,416,566
120,81,300
207,112,628
774,462,2434
228,374,545
216,242,517
417,102,1294
471,617,1112
846,1116,1987
297,124,784
111,137,272
27,36,76
537,230,1422
342,510,811
30,8,109
318,158,914
663,479,1675
471,794,1112
609,528,1804
309,236,828
75,21,253
237,95,617
261,299,622
396,753,937
723,723,1700
387,227,1213
360,273,956
366,537,867
552,860,1301
864,1177,2029
405,78,1194
795,1493,1868
747,553,1925
552,662,1301
321,240,844
18,35,55
357,595,846
294,514,699
327,52,934
837,1138,1966
597,867,1406
489,175,1193
309,197,1019
438,400,1363
792,627,2162
429,401,1363
519,736,1224
888,502,2706
318,340,755
642,553,1890
468,319,1130
102,107,251
21,35,62
462,880,1091
720,1358,1693
72,84,181
99,154,244
108,192,265
435,372,1278
645,781,1518
321,555,762
777,404,2264
759,601,2073
399,92,1222
825,1605,1938
657,1025,1546
834,940,1959
222,364,531
282,348,671
543,1020,1280
423,393,1337
540,109,1602
150,153,363
384,229,1215
522,922,1231
888,508,2724
849,530,2738
240,225,772
9,9,34
627,721,1476
345,175,1001
465,113,1439
462,4,1105
600,836,1413
132,6,341
777,697,2367
372,43,1012
54,69,139
165,295,398
126,121,422
822,1,1936
609,738,1434
591,45,1529
837,344,2164
369,717,874
492,410,1411
492,443,1510
264,184,657
894,481,2651
585,1137,1378
219,298,524
633,457,1599
27,6,96
690,746,1623
600,169,1922
297,41,831
120,201,293
420,57,1166
51,30,174
498,377,1314
225,272,538
564,197,1359
330,206,1074
651,969,1532
597,857,1406
567,796,1336
474,269,1455
648,239,1597
690,370,2046
525,297,1607
99,6,264
63,88,160
828,1452,1945
801,912,1882
132,236,321
228,63,736
855,140,2430
672,143,2012
147,110,396
705,776,1658
12,7,38
78,82,195
228,392,545
75,89,188
420,662,993
174,87,509
510,704,1203
648,1073,1525
564,808,1329
147,158,356
18,5,52
396,691,937
540,964,1273
453,870,1070
726,1235,1707
747,428,2296
417,659,986
585,1154,1378
537,233,1431
897,117,2459
642,721,1511
270,386,643
849,806,2718
519,120,1586
801,1540,1882
861,531,2757
111,38,278
93,72,264
408,345,1188
699,682,2296
726,1014,1707
231,28,638
702,151,2106
717,1031,1686
807,650,2236
651,917,1532
696,291,1817
18,22,55
609,1180,1434
783,979,1840
531,1001,1252
864,862,2891
717,664,2248
93,56,308
681,498,1738
573,925,1350
744,536,1873
537,708,1266
720,716,2405
72,45,247
858,424,2432
96,191,237
117,161,286
450,478,1063
150,284,363
648,1100,1525
30,18,110
651,128,1918
375,10,920
198,79,517
684,158,2085
291,161,887
726,677,2290
870,712,2443
630,254,1618
741,50,1894
606,799,1427
756,694,2351
156,294,377
576,366,1882
327,262,912
774,973,1819
429,711,1014
39,26,108
450,815,1063
327,616,776
738,574,1985
219,117,659
738,1093,1735
852,1618,2001
258,302,615
708,585,2008
687,275,1757
150,42,491
603,438,1532
561,99,1621
297,316,706
573,929,1350
387,358,1220
243,152,796
531,120,1614
249,129,735
507,903,1196
759,68,1990
33,33,90
684,793,1609
177,266,426
243,52,738
786,983,1847
102,33,248
324,527,769
648,966,1525
897,1309,2106
630,660,1483
213,176,616
459,681,1084
21,28,62
501,586,1182
138,134,465
867,1413,2036
810,1595,1903
549,726,1294
852,1492,2001
693,1200,1630
831,1120,1952
720,1429,1693
126,240,307
681,974,1602
852,1641,2001
735,515,1807
138,219,335
237,137,743
480,153,1594
795,530,1872
879,1412,2064
858,265,2812
276,112,720
168,251,405
648,1070,1525
96,16,287
480,482,1133
327,354,776
246,180,639
564,124,1703
564,446,1543
324,252,881
444,544,1049
294,83,950
651,841,1532
573,388,1372
60,79,153
858,1012,2015
69,117,174
582,208,1416
342,222,1138
96,50,294
693,374,2062
9,13,34
528,554,1245
783,917,1840
72,29,199
429,337,1171
552,321,1715
720,555,1922
327,227,807
459,93,1365
246,1,592
210,410,503
519,363,1279
849,1680,1994
573,724,1350
579,179,1903
858,698,2397
3,5,20
807,999,1896
861,130,2414
351,221,1147
39,4,118
429,315,1105
810,19,1962
699,225,2321
519,666,1224
864,1677,2029
357,506,846
873,164,2544
264,422,629
117,170,286
87,92,216
750,1396,1763
213,197,679
894,298,2102
432,366,1259
6,7,27
423,112,1338
885,736,2520
897,1778,2106
888,783,2662
444,360,1245
630,924,1483
519,133,1625
777,196,2416
636,372,1980
543,181,1283
849,334,2150
885,1553,2078
27,20,86
486,13,1188
828,629,2180
252,299,601
150,100,367
861,666,2302
741,1004,1742
561,288,1628
597,1151,1406
534,833,1259
864,1539,2029
372,676,881
585,383,1945
651,190,2104
699,1000,1644
84,130,209
432,423,1430
690,985,1623
171,323,412
126,164,307
564,623,1329
579,1108,1364
483,210,1290
492,265,1467
756,1434,1777
300,514,713
99,34,250
249,34,698
141,166,342
567,276,1600
375,386,888
42,65,111
861,662,2290
141,155,342
87,163,216
726,1387,1707
6,8,27
432,128,1407
477,262,1438
117,191,286
261,128,748
471,28,1198
597,788,1406
513,51,1365
645,1208,1518
537,30,1358
687,223,2287
411,487,972
72,54,203
75,40,236
327,261,909
18,26,55
120,37,406
621,1018,1462
417,810,986
543,947,1280
816,1309,1917
891,1508,2092
402,507,951
102,37,263
768,446,2378
81,26,199
180,56,603
852,742,2527
798,627,2164
660,1229,1553
216,27,600
471,99,1411
699,827,1644
210,205,702
840,1069,1973
30,43,83
453,555,1070
714,1380,1679
843,573,2017
873,1493,2050
165,121,435
411,25,1049
789,1526,1854
648,151,1980
585,346,1834
150,290,363
150,231,363
552,660,1301
171,12,450
516,814,1217
546,256,1512
858,1050,2015
519,1012,1224
33,7,113
285,436,678
840,1138,1973
738,225,2412
675,106,1908
276,123,753
24,22,91
330,153,915
12,20,41
621,815,1462
12,2,49
525,914,1238
768,1440,1805
696,1362,1637
840,16,2023
120,165,293
642,526,1809
597,1070,1406
795,557,1953
621,353,1903
129,114,402
534,473,1614
510,16,1253
222,3,542
282,433,671
705,596,2040
579,390,1380
570,500,1707
105,118,258
885,698,2406
717,79,1925
858,806,2721
96,104,237
696,854,1637
303,404,720
399,795,944
663,1203,1560
